title,avg_rating,rating_count,genres
Beat Street (1984),1.0,1,Drama|Musical
"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)",3.0,2,Drama
Beat the Devil (1953),3.5,1,Adventure|Comedy|Crime|Drama|Romance
"Beautician and the Beast, The (1997)",1.8333333333333333,3,Comedy|Romance
Beautiful (2000),2.5,2,Comedy|Drama
Beautiful Boy (2010),4.0,1,Drama
Beautiful Creatures (2000),2.0,1,Comedy|Crime|Drama|Thriller
Beautiful Creatures (2013),2.0,1,Drama|Fantasy|Romance
Beautiful Girls (1996),3.95,10,Comedy|Drama|Romance
Beautiful Losers (2008),2.5,1,Documentary
"Beautiful Mind, A (2001)",4.0,123,Drama|Romance
Beautiful People (1999),4.75,2,Comedy
Beautiful Thing (1996),4.5,4,Drama|Romance
Beauty Shop (2005),2.0,1,Comedy
Beauty and the Beast (1991),3.7705479452054793,146,Animation|Children|Fantasy|Musical|Romance|IMAX
Beauty and the Beast (2017),3.5,2,Fantasy|Romance
Beauty and the Beast (La belle et la bête) (1946),3.25,6,Drama|Fantasy
Beauty and the Beast: The Enchanted Christmas (1997),4.0,1,Animation|Children|Fantasy|Musical
Beauty of the Day (Belle de jour) (1967),3.875,12,Drama
Beavis and Butt-Head Do America (1996),2.935483870967742,31,Adventure|Animation|Comedy|Crime
Bebe's Kids (1992),1.0,1,Animation|Children|Comedy
Because I Said So (2007),3.0,3,Comedy|Drama|Romance
Because of Winn-Dixie (2005),3.1666666666666665,3,Children|Comedy|Drama
Becoming Jane (2007),2.9166666666666665,6,Drama|Romance
Bed of Roses (1996),4.0,8,Drama|Romance
Bedazzled (1967),2.0,1,Comedy|Fantasy
Bedazzled (2000),3.074074074074074,27,Comedy
Bedknobs and Broomsticks (1971),3.4791666666666665,24,Adventure|Children|Musical
Bedrooms & Hallways (1998),3.0,1,Comedy|Romance
Bedtime Stories (2008),3.3636363636363638,11,Adventure|Children|Comedy
Bee Movie (2007),3.15,10,Animation|Comedy
Beer League (2006),4.0,1,Comedy
Beerfest (2006),3.5,6,Comedy
Beethoven (1992),1.7727272727272727,11,Children|Comedy|Drama
Beethoven's 2nd (1993),1.5,5,Children|Comedy
Beetlejuice (1988),3.4725274725274726,91,Comedy|Fantasy
Before Midnight (2013),3.5,3,Drama|Romance
Before Night Falls (2000),4.3,5,Drama
Before Sunrise (1995),4.041666666666667,24,Drama|Romance
Before Sunset (2004),3.7,15,Drama|Romance
Before We Go (2014),3.5,1,Romance
Before and After (1996),3.3333333333333335,3,Drama|Mystery
Before the Devil Knows You're Dead (2007),3.0,1,Crime|Drama|Thriller
Before the Fall (NaPolA - Elite für den Führer) (2004),3.5,1,Drama|War
Before the Rain (Pred dozhdot) (1994),4.0,2,Drama|War
Begin Again (2013),4.0,3,Comedy|Romance
Beginners (2010),3.625,4,Drama
Beginning of the End (1957),1.0,1,Sci-Fi
Begotten (1990),0.5,1,Drama|Horror
Behind Enemy Lines (2001),3.25,20,Action|Drama|War
Behind Enemy Lines II: Axis of Evil (2006),2.0,1,Action|Thriller|War
Behind the Candelabra (2013),3.0,1,Drama
Behind the Mask: The Rise of Leslie Vernon (2006),4.0,1,Comedy|Horror|Thriller
Beijing Bicycle (Shiqi sui de dan che) (2001),4.0,1,Drama
Being Elmo: A Puppeteer's Journey (2011),3.5,1,Documentary
Being Human (1993),3.0,2,Drama
Being John Malkovich (1999),3.9545454545454546,99,Comedy|Drama|Fantasy
Being Julia (2004),1.75,2,Comedy|Drama
Being There (1979),3.95,20,Comedy|Drama
"Believer, The (2001)",4.25,6,Drama
"Believers, The (1987)",3.6666666666666665,3,Horror|Thriller
"Bell, Book and Candle (1958)",3.375,4,Comedy|Fantasy|Romance
Bella (2006),3.5,1,Drama|Romance
Belladonna of Sadness (1973),3.5,1,Animation|Drama|Fantasy
Belle époque (1992),5.0,2,Comedy|Romance
Bellflower (2011),3.5,1,Action|Drama|Romance
"Bells of St. Mary's, The (1945)",3.5,1,Drama
Belly (1998),1.25,2,Crime|Drama
Beloved (1998),4.5,2,Drama
Below (2002),3.5,1,Horror
Ben X (2007),3.5,1,Drama
Ben-Hur (1959),3.9411764705882355,34,Action|Adventure|Drama
Ben-Hur: A Tale of the Christ (1925),3.0,1,Adventure|Drama|Romance
Ben-hur (2016),0.5,1,(no genres listed)
"Benchwarmers, The (2006)",2.772727272727273,11,Comedy
Bend It Like Beckham (2002),3.3,40,Comedy|Drama|Romance
Beneath the Planet of the Apes (1970),2.7777777777777777,18,Action|Sci-Fi
Benji (1974),3.8,5,Adventure|Children
Benji the Hunted (1987),4.5,2,Adventure|Children
Benny & Joon (1993),3.473684210526316,19,Comedy|Romance
Bent (1997),3.5,2,Drama|War
Beowulf & Grendel (2005),2.5,1,Action|Adventure|Drama|Fantasy
Beowulf (1999),3.0,1,Action|Horror|Sci-Fi
Beowulf (2007),2.5625,8,Action|Adventure|Animation|Fantasy|IMAX
Berlin Calling (2008),4.25,2,Comedy|Drama
Bernie (1996),1.75,2,Comedy|Drama
Bernie (2011),3.5,2,Comedy|Crime|Drama
Besieged (a.k.a. L' Assedio) (1998),3.5,2,Drama
Best Defense (1984),2.5,1,Comedy|War
"Best Exotic Marigold Hotel, The (2011)",3.875,4,Comedy|Drama
"Best Little Whorehouse in Texas, The (1982)",3.0,1,Comedy|Drama|Musical|Romance
"Best Man, The (1999)",3.0,1,Comedy|Drama
"Best Man, The (Testimone dello sposo, Il) (1998)",4.0,1,Comedy|Drama|Romance
Best Men (1997),4.0,1,Action|Comedy|Crime|Drama
"Best Offer, The (Migliore offerta, La) (2013)",4.0,5,Thriller
Best Seller (1987),4.0,1,Thriller
Best Worst Movie (2009),4.0,1,Documentary
"Best Years of Our Lives, The (1946)",4.0625,8,Drama|War
Best in Show (2000),3.688679245283019,53,Comedy
"Best of Youth, The (La meglio gioventù) (2003)",4.75,2,Drama
Best of the Best (1989),2.5,1,Action
Best of the Best 3: No Turning Back (1995),2.5,2,Action
Betrayed (1988),2.5,2,Drama|Thriller
Betsy's Wedding (1990),2.0,1,Comedy
Better Living Through Chemistry (2014),1.5,1,Comedy|Drama
Better Living Through Circuitry (1999),2.0,1,Documentary
Better Luck Tomorrow (2002),3.875,4,Crime|Drama
Better Off Dead... (1985),3.685185185185185,27,Comedy|Romance
Better Than Chocolate (1999),3.0,1,Comedy|Romance
Better Than Sex (2000),3.5,1,Comedy|Romance
"Better Tomorrow II, A (Ying hung boon sik II) (1987)",4.0,2,Crime|Drama|Thriller
"Better Tomorrow, A (Ying hung boon sik) (1986)",3.8333333333333335,3,Crime|Drama|Thriller
Betting on Zero (2016),4.0,1,Documentary
Between Your Legs (Entre las piernas) (1999),4.5,1,Drama|Mystery|Romance|Thriller
Between the Folds (2008),3.0,1,Documentary
"Beverly Hillbillies, The (1993)",2.675,20,Comedy
Beverly Hills Chihuahua (2008),2.125,4,Adventure|Children|Comedy
Beverly Hills Cop (1984),3.402173913043478,46,Action|Comedy|Crime|Drama
Beverly Hills Cop II (1987),2.8684210526315788,19,Action|Comedy|Crime|Thriller
Beverly Hills Cop III (1994),2.7203389830508473,59,Action|Comedy|Crime|Thriller
Beverly Hills Ninja (1997),2.46875,16,Action|Comedy
Bewitched (2005),2.269230769230769,13,Comedy|Fantasy|Romance
Beyond Bedlam (1993),4.0,1,Drama|Horror
Beyond Borders (2003),3.5,1,Drama|Romance|War
Beyond Rangoon (1995),2.4166666666666665,6,Adventure|Drama|War
Beyond Re-Animator (2003),3.0,1,Horror
Beyond Silence (Jenseits der Stille) (1996),4.5,1,Drama
Beyond the Clouds (Al di là delle nuvole) (1996),3.0,1,Drama|Romance
Beyond the Mat (1999),3.7,5,Documentary
Beyond the Poseidon Adventure (1979),2.0,3,Adventure
Beyond the Sea (2004),2.0,1,Drama|Musical
Beyond the Valley of the Dolls (1970),3.5,1,Comedy|Horror
Bhaji on the Beach (1993),3.5,2,Comedy|Drama
Bicentennial Man (1999),2.8,15,Drama|Romance|Sci-Fi
Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),4.125,16,Drama
Big (1988),3.71978021978022,91,Comedy|Drama|Fantasy|Romance
"Big Bang, The (2011)",1.5,1,Action|Thriller
"Big Bird Cage, The (1972)",4.5,1,Action
"Big Blue, The (Grand bleu, Le) (1988)",3.4545454545454546,11,Adventure|Drama|Romance
"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)",3.75,2,Action|Thriller
"Big Bounce, The (2004)",2.0,4,Comedy|Crime|Thriller
Big Bully (1996),2.2,5,Comedy|Drama
Big Business (1988),2.3333333333333335,3,Comedy
"Big Chill, The (1983)",3.84,25,Comedy|Drama
"Big Country, The (1958)",3.25,2,Romance|Western
Big Daddy (1999),3.1979166666666665,48,Comedy
Big Deal on Madonna Street (I Soliti Ignoti) (1958),4.0,1,Comedy|Crime
"Big Doll House, The (1971)",2.5,1,Action
"Big Easy, The (1987)",3.5,5,Action|Crime|Mystery|Romance|Thriller
Big Eden (2000),4.5,1,Drama|Romance
"Big Empty, The (2003)",3.5,1,Comedy|Mystery|Sci-Fi
Big Eyes (2014),3.75,2,Drama
Big Fat Liar (2002),3.0,5,Children|Comedy
Big Fish (2003),3.8333333333333335,69,Drama|Fantasy|Romance
"Big Green, The (1995)",2.3333333333333335,3,Children|Comedy
Big Hero 6 (2014),3.8536585365853657,41,Action|Animation|Comedy
"Big Hit, The (1998)",2.9285714285714284,7,Action|Comedy|Crime
"Big Kahuna, The (2000)",2.875,8,Comedy|Drama
"Big Lebowski, The (1998)",3.9245283018867925,106,Comedy|Crime
Big Momma's House (2000),2.176470588235294,17,Comedy
Big Momma's House 2 (2006),2.0,1,Action|Comedy|Crime
"Big Mommas: Like Father, Like Son (2011)",1.0,1,Comedy
Big Night (1996),4.181818181818182,11,Comedy|Drama
"Big One, The (1997)",3.3333333333333335,3,Comedy|Documentary
"Big Red One, The (1980)",4.25,2,Action|Adventure|Drama|War
"Big Short, The (2015)",3.9615384615384617,26,Drama
"Big Sleep, The (1946)",4.142857142857143,14,Crime|Film-Noir|Mystery
Big Stan (2007),2.75,2,Comedy
"Big Tease, The (1999)",3.25,2,Comedy
Big Top Pee-Wee (1988),1.9375,8,Adventure|Children|Comedy
Big Top Scooby-Doo! (2012),5.0,1,Animation|Children|Comedy
Big Trouble (2002),2.1666666666666665,6,Comedy|Crime
Big Trouble in Little China (1986),3.857142857142857,28,Action|Adventure|Comedy|Fantasy
Big Wednesday (1978),3.0,1,Comedy|Drama
"Big Year, The (2011)",3.75,4,Comedy
"Bigger, Stronger, Faster* (2008)",3.5,1,Documentary
Biggles (1986),3.0,2,Adventure|Fantasy|Sci-Fi
Biker Boyz (2003),2.0,1,Action|Crime|Drama
Bikini Beach (1964),1.0,1,Comedy
Bill & Ted's Bogus Journey (1991),3.075,20,Adventure|Comedy|Fantasy|Sci-Fi
Bill & Ted's Excellent Adventure (1989),3.7,45,Adventure|Comedy|Sci-Fi
Bill Burr: I'm Sorry You Feel That Way (2014),4.5,1,Comedy
Bill Burr: Let It Go (2010),4.5,1,Comedy
Bill Burr: Walk Your Way Out (2017),4.0,1,Comedy
Bill Burr: Why Do I Do This? (2008),4.5,1,Comedy
Bill Burr: You People Are All the Same (2012),4.5,1,Comedy
"Bill Cosby, Himself (1983)",4.0,5,Comedy|Documentary
Bill Cunningham New York (2011),4.5,1,Documentary
Bill Hicks: Revelations (1993),5.0,1,Comedy
Billabong Odyssey (2003),4.0,1,Documentary
Billy Bathgate (1991),2.0,1,Crime|Drama
Billy Elliot (2000),3.8513513513513513,37,Drama
Billy Jack (1971),2.6666666666666665,3,Action|Drama
Billy Jack Goes to Washington (1977),2.0,1,Drama
Billy Liar (1963),3.5,1,Comedy
Billy Madison (1995),3.326530612244898,49,Comedy
Biloxi Blues (1988),3.5,2,Comedy|Drama
Bio-Dome (1996),2.532258064516129,31,Comedy
"Bird People in China, The (Chûgoku no chôjin) (1998)",4.0,1,Adventure|Comedy|Drama|Fantasy
Bird on a Wire (1990),2.3125,8,Action|Comedy|Romance
"Bird with the Crystal Plumage, The (Uccello dalle piume di cristallo, L') (1970)",4.0,1,Crime|Horror|Mystery|Thriller
"Birdcage, The (1996)",3.494186046511628,86,Comedy
Birdemic: Shock and Terror (2010),3.5,1,Romance|Thriller
Birdman of Alcatraz (1962),4.0,1,Drama
Birdman: Or (The Unexpected Virtue of Ignorance) (2014),3.3461538461538463,26,Comedy|Drama
"Birds, The (1963)",3.602272727272727,44,Horror|Thriller
Birdy (1984),3.5,5,Drama|War
Birth (2004),2.5,3,Drama|Mystery
"Birth of a Nation, The (1915)",2.0,1,Drama|War
Birthday Girl (2001),2.8,5,Drama|Romance
"Bishop's Wife, The (1947)",4.0,1,Comedy|Drama|Romance
Bitter Lake (2015),5.0,1,Documentary
Bitter Moon (1992),3.5,6,Drama|Film-Noir|Romance
"Bittersweet Life, A (Dalkomhan insaeng) (2005)",4.166666666666667,3,Action|Crime|Drama
Biutiful (2010),4.25,2,Drama
BlacKkKlansman (2018),2.5,1,Comedy|Crime|Drama
Black Beauty (1994),3.2083333333333335,12,Adventure|Children|Drama
Black Book (Zwartboek) (2006),2.5,1,Drama|Thriller|War
Black Butler: Book of the Atlantic (2017),4.0,1,Action|Animation|Comedy|Fantasy
"Black Cat, White Cat (Crna macka, beli macor) (1998)",3.9444444444444446,9,Comedy|Romance
"Black Cauldron, The (1985)",3.75,8,Adventure|Animation|Children|Fantasy
Black Christmas (1974),3.5,2,Horror|Mystery|Thriller
Black Christmas (2006),2.0,1,Action|Horror|Thriller
"Black Dahlia, The (2006)",3.25,6,Crime|Drama|Mystery|Thriller
Black Dynamite (2009),3.5,2,Action|Comedy
Black Hawk Down (2001),3.81,50,Action|Drama|War
"Black Hole, The (1979)",2.611111111111111,9,Children|Sci-Fi
Black Knight (2001),2.1875,8,Adventure|Comedy|Fantasy
Black Mask (Hak hap) (1996),2.5,2,Action|Adventure|Crime|Sci-Fi|Thriller
Black Mass (2015),2.5,3,Crime|Drama
Black Mirror,5.0,1,(no genres listed)
Black Mirror: White Christmas (2014),4.75,4,Drama|Horror|Mystery|Sci-Fi|Thriller
Black Narcissus (1947),4.0,1,Drama
Black Orpheus (Orfeu Negro) (1959),4.0,1,Drama|Romance
Black Panther (2017),3.727272727272727,11,Action|Adventure|Sci-Fi
Black Rain (1989),3.0,3,Action|Crime|Drama
Black Robe (1991),3.3333333333333335,3,Adventure|Drama
"Black Sabbath (Tre volti della paura, I) (1963)",4.0,1,Horror
Black Sea (2015),4.0,1,Adventure|Mystery|Thriller
Black Sheep (1996),3.15625,16,Comedy
Black Sheep (2006),2.3333333333333335,3,Comedy|Horror
Black Snake Moan (2006),3.5,4,Drama
"Black Stallion Returns, The (1983)",2.5,2,Adventure|Children
"Black Stallion, The (1979)",3.5,3,Adventure|Children|Drama
Black Swan (2010),3.630952380952381,42,Drama|Thriller
Black Tar Heroin: The Dark End of the Street (2000),5.0,1,Documentary
Black Widow (1987),2.5,2,Crime|Drama|Mystery|Thriller
Blackadder Back & Forth (1999),3.5,2,Comedy
Blackadder's Christmas Carol (1988),3.0,1,Comedy
Blackbeard's Ghost (1968),3.6666666666666665,3,Children|Comedy
Blackboard Jungle (1955),3.25,2,Drama
Blackfish (2013),3.0,2,Documentary
Blackhat (2015),2.5,2,Action|Crime|Drama|Mystery|Thriller
Blackrock (1997),2.5,1,Drama|Thriller
Blade (1998),3.3620689655172415,58,Action|Horror|Thriller
Blade II (2002),3.2058823529411766,34,Action|Horror|Thriller
Blade Runner (1982),4.100806451612903,124,Action|Sci-Fi|Thriller
Blade Runner 2049 (2017),3.8055555555555554,18,Sci-Fi
Blade: Trinity (2004),2.857142857142857,14,Action|Fantasy|Horror|Thriller
Blades of Glory (2007),3.088235294117647,17,Comedy|Romance
Blair Witch (2016),3.5,1,Horror|Thriller
"Blair Witch Project, The (1999)",2.796875,64,Drama|Horror|Thriller
Blame It on Rio (1984),3.1875,8,Comedy|Romance
Blame It on the Bellboy (1992),2.0,1,Comedy
Blank Check (1994),2.25,6,Children|Comedy
Blankman (1994),1.5,1,Comedy
Blast from the Past (1999),3.108695652173913,23,Comedy|Romance
Blaze (1989),2.0,1,Comedy|Drama
Blazing Saddles (1974),3.935483870967742,62,Comedy|Western
Bleeder (1999),2.0,1,Drama|Thriller
Blended (2014),3.8125,8,Comedy
Bless the Child (2000),4.0,1,Thriller
Blind Date (1984),2.0,1,Horror|Thriller
Blind Date (1987),2.357142857142857,7,Comedy|Romance
Blind Fury (1989),3.25,2,Action|Thriller
"Blind Side, The  (2009)",3.6774193548387095,31,Drama
Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin) (2002),3.0,1,Documentary
"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",3.9583333333333335,12,Action|Comedy|Crime|Drama
Blindness (2008),3.5,1,Drama|Mystery|Romance|Thriller
"Bling Ring, The (2013)",2.0,2,Crime|Drama
Blink (1994),3.2,5,Thriller
BlinkyTM (2011),3.0,1,Horror|Sci-Fi
Bliss (1997),3.0,1,Drama|Romance
Bliss (2012),4.5,1,Drama
Blitz (2011),3.0,1,Action|Crime|Thriller
"Blob, The (1958)",3.0,6,Horror|Sci-Fi
"Blob, The (1988)",2.8333333333333335,3,Horror|Sci-Fi
Block Party (a.k.a. Dave Chappelle's Block Party) (2005),3.1666666666666665,3,Comedy|Documentary
Blockers (2018),3.0,1,Comedy
Blood Beach (1981),1.0,1,Horror|Mystery
Blood Creek (a.k.a. Town Creek) (2009),3.0,1,Horror
Blood Diamond (2006),3.7641509433962264,53,Action|Adventure|Crime|Drama|Thriller|War
Blood Feast (1963),4.0,1,Horror
"Blood In, Blood Out (1993)",4.0,1,Action|Crime|Drama|Thriller
Blood Simple (1984),4.0,19,Crime|Drama|Film-Noir
Blood Work (2002),3.3333333333333335,3,Crime|Drama|Mystery|Thriller
Blood and Chocolate (2007),2.0,2,Drama|Fantasy|Horror|Romance
Blood and Wine (Blood & Wine) (1996),2.3333333333333335,3,Crime|Drama|Thriller
Blood for Dracula (Andy Warhol's Dracula) (1974),2.75,2,Horror
"Blood of Heroes, The (Salute of the Jugger, The) (1989)",4.0,1,Action|Sci-Fi
"Blood of the Beasts (Sang des bêtes, Le) (1949)",4.0,1,Documentary|Drama
Blood: The Last Vampire (2000),3.25,2,Action|Animation|Horror
Blood: The Last Vampire (2009),2.0,1,Action|Horror|Thriller
Bloodmoon (1997),2.5,1,Action|Thriller
Bloodsport (1988),2.9444444444444446,9,Action
Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),2.8125,8,Action
Bloodsport III (1996),1.5,1,Action|Thriller
Bloodsport: The Dark Kumite (1999),0.5,1,Action|Thriller
Bloodsucking Bastards (2015),5.0,1,Comedy|Horror
Bloody Sunday (2002),3.6,5,Drama
Blow (2001),3.8137254901960786,51,Crime|Drama
Blow Out (1981),3.625,4,Mystery|Thriller
Blow-Out (La grande bouffe) (1973),4.25,2,Drama
Blow-Up (Blowup) (1966),3.6666666666666665,6,Drama|Mystery
Blown Away (1994),2.85,10,Action|Thriller
"Blue Angel, The (Blaue Engel, Der) (1930)",4.0,1,Drama
Blue Car (2002),3.5,3,Drama
Blue Chips (1994),1.8333333333333333,3,Drama
Blue Collar Comedy Tour: The Movie (2003),3.0,3,Comedy|Documentary
Blue Crush (2002),2.6875,8,Adventure|Drama|Romance
Blue Exorcist: The Movie (2012),4.0,1,Animation|Fantasy|Horror|Mystery
Blue Is the Warmest Color (La vie d'Adèle) (2013),3.25,2,Drama|Romance
Blue Jasmine (2013),3.375,4,Drama
Blue Juice (1995),2.0,1,Comedy|Drama
"Blue Lagoon, The (1980)",2.4642857142857144,14,Adventure|Drama|Romance
Blue Mountain State: The Rise of Thadland (2015),3.0,1,Comedy
Blue Planet II (2017),5.0,1,Documentary
Blue Ruin (2013),4.0,1,Thriller
Blue Sky (1994),3.75,2,Drama|Romance
Blue Steel (1990),1.5,1,Action|Thriller
Blue Streak (1999),2.611111111111111,9,Comedy
Blue Thunder (1983),3.0,1,Action|Crime|Drama
Blue Valentine (2010),2.8,5,Drama|Romance
Blue Velvet (1986),3.9456521739130435,46,Drama|Mystery|Thriller
Blue in the Face (1995),3.3333333333333335,3,Comedy|Drama
Blueberry (2004),2.5,1,Adventure|Western
Blues Brothers 2000 (1998),2.7083333333333335,12,Action|Comedy|Musical
"Blues Brothers, The (1980)",3.8095238095238093,84,Action|Comedy|Musical
Bo Burnham: Make Happy (2016),2.5,1,Comedy
Boat Trip (2003),2.375,4,Comedy
Bob & Carol & Ted & Alice (1969),3.5,1,Comedy|Drama
Bob Roberts (1992),3.3529411764705883,17,Comedy
Bob le Flambeur (1955),3.3333333333333335,3,Crime|Drama
Bobby (2006),3.8333333333333335,3,Drama
"Bobby Jones, Stroke of Genius (2004)",2.5,1,Drama
Bobik Visiting Barbos (1977),5.0,1,Animation|Comedy
Boccaccio '70 (1962),4.0,1,Comedy|Fantasy|Romance
"Bodies, Rest & Motion (1993)",3.0,1,Drama|Romance
Body (2015),1.0,1,Drama|Horror|Thriller
Body Double (1984),2.5,1,Mystery|Thriller
Body Heat (1981),4.0,10,Crime|Thriller
Body Parts (1991),1.0,1,Horror|Thriller
Body Shots (1999),3.0,1,Drama
"Body Snatcher, The (1945)",4.5,1,Drama|Horror|Thriller
Body Snatchers (1993),3.142857142857143,7,Horror|Sci-Fi|Thriller
Body of Evidence (1993),1.0,1,Drama|Thriller
Body of Lies (2008),3.772727272727273,11,Action|Drama|Thriller
"Bodyguard, The (1992)",2.859375,32,Drama|Romance|Thriller
Bogus (1996),2.5,2,Children|Drama|Fantasy
Boiler Room (2000),3.7142857142857144,21,Crime|Drama|Thriller
Boiling Point (1993),3.0,2,Action|Drama
Bollywood/Hollywood (2002),2.5,1,Comedy|Drama|Musical|Romance
Bolt (2008),3.388888888888889,18,Action|Adventure|Animation|Children|Comedy
"Bone Collector, The (1999)",2.84,25,Thriller
"Bone Man, The (Der Knochenmann) (2009)",4.5,1,Crime|Thriller
Bone Tomahawk (2015),4.5,2,Horror|Western
Bones (2001),1.6666666666666667,3,Horror
Bonfire of the Vanities (1990),2.4,5,Comedy|Crime|Drama
Boniface's Holiday (1965),2.0,1,Animation|Children|Comedy|Romance
Bonnie and Clyde (1967),4.071428571428571,35,Crime|Drama
Boogeyman (2005),2.0,2,Drama|Horror|Mystery|Thriller
"Boogeyman, The (1980)",3.0,1,Horror
Boogie Nights (1997),4.076923076923077,39,Drama
"Book Thief, The (2013)",3.0,1,Children|Drama|War
"Book of Eli, The (2010)",3.28125,16,Action|Adventure|Drama
Book of Love (1990),2.0,1,Comedy|Romance
Book of Shadows: Blair Witch 2 (2000),1.125,4,Crime|Horror|Mystery|Thriller
Boomerang (1992),2.65625,16,Comedy|Romance
"Boondock Saints II: All Saints Day, The (2009)",3.375,4,Action|Crime|Drama|Thriller
"Boondock Saints, The (2000)",4.22093023255814,43,Action|Crime|Drama|Thriller
"Boot, Das (Boat, The) (1981)",4.2125,40,Action|Drama|War
Bootleggers (1961),4.5,1,Comedy|Crime
Booty Call (1997),2.6,5,Comedy|Romance
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),3.3461538461538463,65,Comedy
Born Free (1966),4.0,1,Adventure|Children|Drama
Born Yesterday (1950),4.285714285714286,7,Comedy
Born in East L.A. (1987),2.0,1,Comedy
Born into Brothels (2004),3.875,4,Documentary
Born on the Fourth of July (1989),3.5384615384615383,13,Drama|War
Born to Be Wild (1995),0.5,1,Adventure|Children|Comedy|Drama
Born to Kill (1947),4.0,1,Crime|Drama|Film-Noir
"Borrowers, The (1997)",3.0416666666666665,12,Adventure|Children|Comedy|Fantasy
"Boss of It All, The (Direktøren for det hele) (2006)",4.5,2,Comedy|Drama
Bossa Nova (2000),5.0,1,Comedy|Drama|Romance
Bottle Rocket (1996),3.782608695652174,23,Adventure|Comedy|Crime|Romance
Boudu Saved From Drowning (Boudu sauvé des eaux) (1932),0.5,1,Comedy
Bounce (2000),2.4166666666666665,6,Drama|Romance
Bound (1996),4.0,23,Crime|Drama|Romance|Thriller
Boundaries (2018),2.5,1,Comedy|Drama
"Bounty Hunter, The (2010)",2.75,6,Action|Comedy|Romance
"Bounty, The (1984)",3.0,3,Adventure|Drama
"Bourne Identity, The (1988)",3.388888888888889,9,Action|Adventure|Drama|Mystery|Thriller
"Bourne Identity, The (2002)",3.8169642857142856,112,Action|Mystery|Thriller
"Bourne Legacy, The (2012)",3.138888888888889,18,Action|Adventure|Drama|Thriller|IMAX
"Bourne Supremacy, The (2004)",3.7866666666666666,75,Action|Crime|Thriller
"Bourne Ultimatum, The (2007)",3.697530864197531,81,Action|Crime|Thriller
"Bow, The (Hwal) (2005)",4.0,1,Drama|Romance
Bowfinger (1999),2.960526315789474,38,Comedy
Bowling for Columbine (2002),3.7758620689655173,58,Documentary
Boxcar Bertha (1972),1.5,1,Drama
"Boxer, The (1997)",3.5,2,Drama|Thriller
Boxing Helena (1993),2.5416666666666665,12,Drama|Mystery|Romance|Thriller
Boy (2010),4.0,1,Comedy|Drama
Boy A (2007),4.0,1,Crime|Drama
Boy Eats Girl (2005),5.0,1,Comedy|Horror
Boy Meets Girl (1984),3.0,1,Drama
Boy Meets Girl (2015),4.0,1,Comedy|Drama|Romance
"Boy Who Could Fly, The (1986)",2.1666666666666665,3,Drama|Fantasy
"Boy and His Dog, A (1975)",4.0,3,Sci-Fi
"Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008)",3.4166666666666665,6,Drama|War
Boyhood (2014),3.823529411764706,17,Drama
Boys (1996),2.0,2,Drama
Boys Don't Cry (1999),3.551282051282051,39,Drama
Boys Life (1995),3.0,2,Drama
Boys Town (1938),3.5,1,Drama
Boys and Girls (2000),2.0,3,Comedy|Romance
"Boys from Brazil, The (1978)",3.6875,8,Action|Mystery|Thriller
"Boys of Baraka, The (2005)",3.5,1,Documentary
"Boys of St. Vincent, The (1992)",4.0,2,Drama
Boys on the Side (1995),3.4285714285714284,14,Comedy|Drama
"Boys, The (1998)",2.0,1,Drama
Boyz N the Hood (1991),3.7222222222222223,18,Crime|Drama
Braddock: Missing in Action III (1988),1.25,2,Action|War
"Brady Bunch Movie, The (1995)",2.736111111111111,36,Comedy
"Brain Smasher... A Love Story (Bouncer and the Lady, The) (1993)",2.5,1,Action|Comedy
"Brain That Wouldn't Die, The (1962)",1.5,2,Horror|Sci-Fi
Brainstorm (1983),3.5,1,Sci-Fi|Thriller
Brainstorm (2001),2.5,1,Drama
Brake (2012),2.0,1,Crime|Thriller
Branded to Kill (Koroshi no rakuin) (1967),5.0,1,Action|Crime|Drama
"Brandon Teena Story, The (1998)",2.0,1,Documentary
"Brass Teapot, The (2012)",2.0,1,Comedy|Fantasy|Thriller
Brassed Off (1996),3.7142857142857144,7,Comedy|Drama|Romance
Brave (2012),3.466666666666667,30,Action|Adventure|Animation|Children
"Brave Little Toaster, The (1987)",3.5625,8,Animation|Children
Brave New World (1998),1.5,1,Sci-Fi
"Brave One, The (2007)",3.25,2,Crime|Drama|Thriller
Braveheart (1995),4.031645569620253,237,Action|Drama|War
Brazil (1985),4.177966101694915,59,Fantasy|Sci-Fi
Breach (2007),3.5625,8,Drama|Thriller
Bread and Chocolate (Pane e cioccolata) (1973),3.0,1,Comedy|Drama
Bread and Roses (2000),4.0,3,Drama
Bread and Tulips (Pane e tulipani) (2000),3.6666666666666665,3,Comedy|Drama|Romance
"Break-Up, The (2006)",2.590909090909091,11,Comedy|Drama|Romance
Breakdown (1997),3.3461538461538463,13,Action|Thriller
Breaker Morant (1980),3.9285714285714284,7,Drama|War
