CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,Actual,Churn Probability,Risk Level
8780-IXSTS,1,United States,California,Carlsbad,92008,"33.148116, -117.306043",33.148116,-117.306043,Female,No,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,521.3,Yes,1,71,5656,Competitor made better offer,1,0.9964944450318993,High
3736-BLEPA,1,United States,California,Folsom,95630,"38.672638, -121.147403",38.672638,-121.147403,Male,No,No,No,28,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),91.25,2483.65,No,0,41,2886,No churn,0,0.0031452075026345903,Low
7567-ECMCM,1,United States,California,Danville,94506,"37.791481, -121.903253",37.791481,-121.903253,Male,No,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.85,2001.0,No,0,43,5128,No churn,0,0.005031086131902283,Low
2160-GPFXD,1,United States,California,Davis,95618,"38.544002, -121.685559",38.544002,-121.685559,Male,No,Yes,Yes,54,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),65.65,3566.7,No,0,49,5725,No churn,0,0.0005482447782411259,Low
6797-LNAQX,1,United States,California,Poway,92064,"32.984395, -117.013454",32.984395,-117.013454,Male,No,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.3,6859.5,Yes,1,98,4794,Attitude of service provider,1,0.9829128133857776,High
7065-YUNRY,1,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.3,45.3,Yes,1,69,3049,Product dissatisfaction,1,0.9945582744030685,High
8495-LJDFO,1,United States,California,Rancho Santa Margarita,92688,"33.624654, -117.611733",33.624654,-117.611733,Female,Yes,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.95,7111.3,No,0,26,5780,No churn,0,0.002472619549195481,Low
5996-NRVXR,1,United States,California,Los Alamitos,90720,"33.79499, -118.065591",33.79499,-118.065591,Male,Yes,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),98.15,4116.8,No,0,53,4332,No churn,0,0.0027582521521168205,Low
5655-JSMZM,1,United States,California,Coalinga,93210,"36.186867, -120.387793",36.186867,-120.387793,Male,Yes,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,4718.25,Yes,1,74,5904,Competitor offered higher download speeds,1,0.9943353759764424,High
4854-CIDCF,1,United States,California,Los Angeles,90065,"34.108833, -118.229715",34.108833,-118.229715,Female,Yes,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,73.85,196.4,No,0,74,2868,No churn,0,0.007255631176950205,Low
1996-DBMUS,1,United States,California,Palo Verde,92266,"33.3249, -114.758334",33.3249,-114.758334,Female,Yes,Yes,No,48,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.65,3545.05,No,0,71,5523,No churn,0,0.0029333304986110353,Low
6340-DACFT,1,United States,California,Madeline,96119,"41.042003, -120.506086",41.042003,-120.506086,Female,No,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.55,1070.25,No,0,34,4878,No churn,0,0.00025690215952124326,Low
5115-SQAAU,1,United States,California,Long Beach,90813,"33.781086, -118.199049",33.781086,-118.199049,Female,No,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.6,1673.4,No,0,60,6053,No churn,0,0.00018587165976350609,Low
2599-CZABP,1,United States,California,Meridian,95957,"39.068071, -121.832638",39.068071,-121.832638,Male,No,Yes,No,14,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,44.6,641.25,No,0,51,4612,No churn,0,0.004179068366625138,Low
8671-KKKOS,1,United States,California,Newman,95360,"37.343846, -121.039391",37.343846,-121.039391,Female,No,Yes,No,46,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,45.55,2062.15,No,0,27,5565,No churn,0,0.0019747061429905323,Low
2911-WDXMV,1,United States,California,Fontana,92335,"34.087558, -117.464096",34.087558,-117.464096,Male,No,No,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.55,1406.65,No,0,37,5334,No churn,0,0.0030507002199727973,Low
2525-GVKQU,1,United States,California,Santa Margarita,93453,"35.303926, -120.256567",35.303926,-120.256567,Female,No,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.6,1093.0,No,0,35,4192,No churn,0,0.0002945406924769754,Low
1355-KUSBG,1,United States,California,Fall River Mills,96028,"41.017282, -121.468945",41.017282,-121.468945,Female,No,Yes,Yes,7,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,48.8,349.8,No,0,51,4785,No churn,0,0.0033298598853841194,Low
0607-DAAHE,1,United States,California,Olivehurst,95961,"39.082568, -121.55325",39.082568,-121.55325,Male,No,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1052.35,Yes,1,66,6265,Long distance charges,1,0.9279039739779792,High
3902-FOIGH,1,United States,California,Doyle,96109,"40.012675, -120.101857",40.012675,-120.101857,Male,Yes,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,1218.55,Yes,1,68,3967,Product dissatisfaction,1,0.9971778603498491,High
6461-SZMCV,1,United States,California,Corte Madera,94925,"37.924014, -122.511694",37.924014,-122.511694,Female,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),87.95,6365.35,No,0,71,4278,No churn,0,0.0007839153813016941,Low
2233-FAGXV,1,United States,California,Salton City,92275,"33.28156, -115.955541",33.28156,-115.955541,Female,No,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.3,132.25,No,0,20,3181,No churn,0,0.001937298694884658,Low
4632-XJMEX,1,United States,California,Fresno,93650,"36.841655, -119.797113",36.841655,-119.797113,Male,No,No,Yes,53,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),62.85,3419.5,No,0,24,6281,No churn,0,0.000473450305989464,Low
4566-NECEV,1,United States,California,Palos Verdes Peninsula,90274,"33.788208, -118.404955",33.788208,-118.404955,Male,No,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,96.55,500.1,No,0,56,3787,No churn,0,0.007941336242314039,Low
2782-LFZVW,1,United States,California,Costa Mesa,92627,"33.645672, -117.922613",33.645672,-117.922613,Female,No,No,No,11,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,58.95,601.6,No,0,21,3880,No churn,0,0.005030330284547714,Low
4223-WOZCM,1,United States,California,Carmel,93923,"36.460611, -121.852507",36.460611,-121.852507,Male,Yes,No,No,2,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,49.95,107.1,No,0,78,5251,No churn,0,0.004933113359299,Low
8217-QYOHV,1,United States,California,Burbank,91505,"34.174215, -118.345928",34.174215,-118.345928,Male,No,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.75,266.95,No,0,22,4545,No churn,0,0.003671170453453812,Low
9514-JDSKI,1,United States,California,El Monte,91732,"34.074492, -118.01462",34.074492,-118.01462,Male,Yes,Yes,No,1,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,40.2,40.2,Yes,1,65,5828,Limited range of services,1,0.9966831457866239,High
1845-ZLLIG,1,United States,California,Woodbridge,95258,"38.169605, -121.310964",38.169605,-121.310964,Male,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,50.15,No,0,50,4014,No churn,0,0.005445141399561923,Low
0206-OYVOC,1,United States,California,Huntington Beach,92649,"33.721917, -118.043237",33.721917,-118.043237,Female,No,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.25,864.2,No,0,77,5596,No churn,0,0.0003353528405917324,Low
5360-XGYAZ,1,United States,California,Los Angeles,90040,"33.994524, -118.149953",33.994524,-118.149953,Male,No,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.65,4664.5,No,0,47,4934,No churn,0,0.00043680518695764366,Low
5899-MQZZL,1,United States,California,San Ysidro,92173,"32.555828, -117.040073",32.555828,-117.040073,Female,No,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.0,999.45,Yes,1,68,2189,Competitor offered higher download speeds,1,0.994985097519384,High
1269-FOYWN,1,United States,California,Phillipsville,95559,"40.184094, -123.745487",40.184094,-123.745487,Male,No,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.0,860.85,No,0,72,3743,No churn,0,0.0003874217285502421,Low
8096-LOIST,1,United States,California,Stirling City,95978,"39.904002, -121.527823",39.904002,-121.527823,Female,No,No,No,19,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.2,1093.4,No,0,38,3384,No churn,0,0.004753353523187982,Low
2387-KDZQY,1,United States,California,Weaverville,96093,"40.759401, -122.939337",40.759401,-122.939337,Male,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.1,279.5,No,0,51,2185,No churn,0,0.0017844591109392961,Low
8631-NBHFZ,1,United States,California,Running Springs,92382,"34.186211, -117.07683",34.186211,-117.07683,Male,Yes,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),79.4,5154.6,Yes,1,73,5910,Competitor offered higher download speeds,1,0.9637507152725513,High
5846-QFDFI,1,United States,California,Pine Valley,91962,"32.800671, -116.483363",32.800671,-116.483363,Female,No,Yes,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),88.6,2888.7,No,0,78,3648,No churn,0,0.001709416404726781,Low
4994-OBRSZ,1,United States,California,Weed,96094,"41.465121, -122.380947",41.465121,-122.380947,Male,No,No,Yes,14,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),76.1,1054.8,No,0,33,2045,No churn,0,0.000996673501940622,Low
5575-TPIZQ,1,United States,California,Buellton,93427,"34.631362, -120.238218",34.631362,-120.238218,Male,No,No,No,46,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.15,4245.55,No,0,43,5593,No churn,0,0.0030753231031971436,Low
7219-TLZHO,1,United States,California,Montebello,90640,"34.015217, -118.109962",34.015217,-118.109962,Female,No,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,No,0,76,3172,No churn,0,0.0015257142678134722,Low
5317-FLPJF,1,United States,California,Altadena,91001,"34.196837, -118.142236",34.196837,-118.142236,Female,No,No,No,66,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.35,4193.4,No,0,67,4824,No churn,0,0.0008083496734405832,Low
4910-AQFFX,1,United States,California,Soulsbyville,95372,"37.990574, -120.261821",37.990574,-120.261821,Male,No,Yes,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.35,661.25,Yes,1,93,4533,Network reliability,1,0.9958425627967435,High
5919-TMRGD,1,United States,California,Huntington Park,90255,"33.97803, -118.217141",33.97803,-118.217141,Female,No,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.35,79.35,Yes,1,87,2483,Product dissatisfaction,1,0.9939773007069572,High
2754-XBHTB,1,United States,California,Amador City,95601,"38.431407, -120.8421",38.431407,-120.8421,Female,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.65,714.15,Yes,1,96,3847,Competitor made better offer,1,0.9949839399261515,High
7813-TKCVO,1,United States,California,Oak Park,91377,"34.19225, -118.776874",34.19225,-118.776874,Female,No,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,393.15,No,0,57,4390,No churn,0,0.0014623967076939112,Low
1810-BOHSY,1,United States,California,Vacaville,95687,"38.333133, -121.920151",38.333133,-121.920151,Male,No,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),96.4,4911.05,No,0,26,4745,No churn,0,0.002821443889927562,Low
7115-IRDHS,1,United States,California,Sonora,95370,"37.982716, -120.343732",37.982716,-120.343732,Female,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.65,1830.05,No,0,66,5065,No churn,0,0.00026411695299140026,Low
2523-EWWZL,1,United States,California,Blythe,92225,"33.674583, -114.71612",33.674583,-114.71612,Female,No,Yes,No,27,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,76.1,2093.4,No,0,43,3291,No churn,0,0.005333472615556308,Low
2434-EEVDB,1,United States,California,California City,93505,"35.151491, -117.927597",35.151491,-117.927597,Female,No,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),94.6,5948.7,No,0,26,5038,No churn,0,0.0016363917231374209,Low
8809-XKHMD,1,United States,California,Sacramento,95828,"38.486938, -121.395805",38.486938,-121.395805,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),100.55,7325.1,No,0,54,6082,No churn,0,0.001421040343686054,Low
7005-CYUIL,1,United States,California,Laytonville,95454,"39.806141, -123.531098",39.806141,-123.531098,Female,Yes,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,99.4,7168.25,No,0,29,4964,No churn,0,0.0015744725811307856,Low
5857-XRECV,1,United States,California,Manteca,95336,"37.830267, -121.201018",37.830267,-121.201018,Female,No,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,38.25,No,0,47,4486,No churn,0,0.0012535795895653673,Low
2577-GVSIL,1,United States,California,Lamont,93241,"35.245035, -118.905553",35.245035,-118.905553,Male,No,Yes,No,35,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),73.45,2661.1,No,0,66,4719,No churn,0,0.002791220134064316,Low
8879-XUAHX,1,United States,California,Irvine,92614,"33.680302, -117.833296",33.680302,-117.833296,Male,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,116.25,8564.75,No,0,47,6124,No churn,0,0.0024005104281432433,Low
7665-TOALD,1,United States,California,Trona,93562,"35.74837, -117.384948",35.74837,-117.384948,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,Yes,1,79,2412,Competitor offered higher download speeds,1,0.9965697549451555,High
9208-OLGAQ,1,United States,California,Berkeley,94709,"37.878554, -122.26609",37.878554,-122.26609,Female,Yes,No,No,18,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,84.95,1443.65,No,0,74,3878,No churn,0,0.006897403719490814,Low
5673-TIYIB,1,United States,California,Torrance,90502,"33.833181, -118.292062",33.833181,-118.292062,Male,No,No,No,2,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),40.4,77.15,Yes,1,86,3620,Don't know,1,0.9947183100626261,High
3744-ZBHON,1,United States,California,Highland,92346,"34.129677, -117.154277",34.129677,-117.154277,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.2,65.95,No,0,24,4369,No churn,0,0.0032343418230239168,Low
9488-FYQAU,1,United States,California,Artesia,90701,"33.867593, -118.080637",33.867593,-118.080637,Female,No,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.25,6841.4,No,0,78,5700,No churn,0,0.002051443746076888,Low
5514-YQENT,1,United States,California,Rocklin,95765,"38.823278, -121.281856",38.823278,-121.281856,Male,No,No,Yes,41,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.15,4507.15,No,0,32,5038,No churn,0,0.0014532836546634544,Low
5287-QWLKY,1,United States,California,Big Pine,93513,"37.245505, -118.062943",37.245505,-118.062943,Male,Yes,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.1,7548.1,Yes,1,66,5725,Attitude of support person,1,0.9897144263311181,High
5423-BHIXO,1,United States,California,Pasadena,91103,"34.167465, -118.165327",34.167465,-118.165327,Female,No,No,No,32,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.2,1739.6,No,0,43,4454,No churn,0,0.0032749849652541217,Low
3612-YVGSJ,1,United States,California,La Honda,94020,"37.285677, -122.224165",37.285677,-122.224165,Female,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.45,1681.6,No,0,77,4742,No churn,0,0.0003232839212115561,Low
0442-TDYUO,1,United States,California,Bodega,94922,"38.343282, -122.9755",38.343282,-122.9755,Male,No,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.05,1036.0,No,0,28,2964,No churn,0,0.0006174537851474344,Low
5198-EFNBM,1,United States,California,Kingsburg,93631,"36.478239, -119.52137",36.478239,-119.52137,Male,Yes,Yes,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,90.65,5199.8,No,0,23,5636,No churn,0,0.0032846507510617697,Low
7797-EJMDP,1,United States,California,Manteca,95336,"37.830267, -121.201018",37.830267,-121.201018,Female,No,No,No,8,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.05,574.5,No,0,59,4157,No churn,0,0.0029612508353705647,Low
5868-YWPDW,1,United States,California,Sherman Oaks,91423,"34.146957, -118.432138",34.146957,-118.432138,Male,Yes,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.2,519.15,Yes,1,72,5834,Limited range of services,1,0.9970516776793614,High
8919-FYFQZ,1,United States,California,Livermore,94550,"37.571748, -121.659562",37.571748,-121.659562,Male,Yes,Yes,No,44,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.35,1359.7,Yes,1,96,4829,Competitor had better devices,1,0.9897532926302898,High
8208-EUMTE,1,United States,California,Villa Park,92861,"33.817473, -117.810462",33.817473,-117.810462,Male,No,No,No,16,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,54.85,916.15,No,0,40,2136,No churn,0,0.0020412562364615903,Low
9070-BCKQP,1,United States,California,Wilmington,90744,"33.782068, -118.262263",33.782068,-118.262263,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.15,7881.2,No,0,21,4498,No churn,0,0.001632297883652133,Low
5542-TBBWB,1,United States,California,Lakeport,95453,"39.080469, -122.955176",39.080469,-122.955176,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,No,0,26,3358,No churn,0,0.009091785417322324,Low
5884-GCYMI,1,United States,California,Truckee,96161,"39.342498, -120.247127",39.342498,-120.247127,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.4,69.4,Yes,1,84,2847,Product dissatisfaction,1,0.9951746763251077,High
3620-EHIMZ,1,United States,California,Menifee,92584,"33.653338, -117.178271",33.653338,-117.178271,Female,No,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,1031.7,No,0,66,5699,No churn,0,0.00023653981618695731,Low
7105-MXJLL,1,United States,California,Valencia,91355,"34.43987, -118.644609",34.43987,-118.644609,Female,Yes,Yes,No,26,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,60.7,1597.4,No,0,68,2502,No churn,0,0.0027871800909850166,Low
2985-FMWYF,1,United States,California,Myers Flat,95554,"40.267158, -123.805913",40.267158,-123.805913,Female,No,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.5,2341.55,No,0,73,4861,No churn,0,0.007435266977710586,Low
9290-SHCMB,1,United States,California,Brownsville,95919,"39.440687, -121.263583",39.440687,-121.263583,Female,Yes,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.85,1235.55,No,0,28,3098,No churn,0,0.008146761699023586,Low
7703-ZEKEF,1,United States,California,Heber,92249,"32.730583, -115.501083",32.730583,-115.501083,Male,No,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.0,1917.1,Yes,1,78,5701,Competitor offered more data,1,0.9953426623969427,High
7245-NIIWQ,1,United States,California,Fellows,93224,"35.215731, -119.57013",35.215731,-119.57013,Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,199.85,No,0,40,4764,No churn,0,0.008247217748814798,Low
0595-ITUDF,1,United States,California,Fairfax,94930,"37.971751, -122.611873",37.971751,-122.611873,Male,No,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,91.8,5960.5,No,0,37,5371,No churn,0,0.0015490503415489275,Low
0083-PIVIK,1,United States,California,Tulelake,96134,"41.813521, -121.492666",41.813521,-121.492666,Male,No,No,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,81.25,5567.55,No,0,67,4761,No churn,0,0.001205363870025154,Low
4257-GAESD,1,United States,California,Dinuba,93618,"36.523619, -119.386868",36.523619,-119.386868,Female,No,No,No,6,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),45.0,298.7,No,0,72,2270,No churn,0,0.005745432013584096,Low
0754-EEBDC,1,United States,California,Covina,91723,"34.084747, -117.886844",34.084747,-117.886844,Male,No,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,76.65,No,0,74,2347,No churn,0,0.0011388983568970449,Low
1291-CUOCY,1,United States,California,Yorkville,95494,"38.888351, -123.239647",38.888351,-123.239647,Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.6,7962.2,No,0,64,5444,No churn,0,0.001996760660011427,Low
4979-HPRFL,1,United States,California,Garden Grove,92841,"33.786738, -117.982564",33.786738,-117.982564,Male,No,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.15,1402.25,No,0,21,5137,No churn,0,0.00024906280525517106,Low
4315-MURBD,1,United States,California,San Bruno,94066,"37.624436, -122.430661",37.624436,-122.430661,Female,No,No,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.9,1120.95,Yes,1,71,5559,Price too high,1,0.9932243961224199,High
9239-ZBZZV,1,United States,California,Los Angeles,90011,"34.00709, -118.258681",34.00709,-118.258681,Female,No,No,No,6,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.95,305.1,Yes,1,80,2240,Competitor had better devices,1,0.9964195235507362,High
2576-HXMPA,1,United States,California,Mckinleyville,95519,"40.965011, -124.015255",40.965011,-124.015255,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.55,19.55,No,0,38,5537,No churn,0,0.0027561157984701047,Low
3850-OKINF,1,United States,California,Pasadena,91106,"34.139402, -118.128658",34.139402,-118.128658,Male,No,Yes,Yes,71,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,66.2,4692.55,No,0,62,4756,No churn,0,0.000732946432061355,Low
1525-LNLOJ,1,United States,California,Bakersfield,93305,"35.391733, -118.984109",35.391733,-118.984109,Male,No,Yes,No,66,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),63.3,4189.7,No,0,60,4186,No churn,0,0.0010707248839740447,Low
0112-QWPNC,1,United States,California,Valyermo,93563,"34.39583, -117.734568",34.39583,-117.734568,Male,No,Yes,No,49,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,84.35,4059.35,Yes,1,73,6452,Competitor offered higher download speeds,1,0.984856396970914,High
7422-WNBTY,1,United States,California,Green Valley Lake,92341,"34.244411, -117.072654",34.244411,-117.072654,Male,No,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.35,3092.0,No,0,40,3348,No churn,0,0.006334573144645183,Low
4550-EVXNY,1,United States,California,San Francisco,94115,"37.786031, -122.437301",37.786031,-122.437301,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,Yes,1,77,2418,Competitor offered higher download speeds,1,0.9965698436714527,High
7134-HBPBS,1,United States,California,Adelanto,92301,"34.667815, -117.536183",34.667815,-117.536183,Female,Yes,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.1,7774.05,No,0,71,4474,No churn,0,0.0017075532911049287,Low
7639-LIAYI,1,United States,California,Los Angeles,90057,"34.061918, -118.277939",34.061918,-118.277939,Male,No,No,No,52,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.75,4217.8,No,0,49,4142,No churn,0,0.0012733040347730922,Low
