sku,salesdate,price,unitsordered,sales,cogs,fba,reffee,adspend,profit,comp_1_price,comp_2_price,comp_3_price,comp_4_price,comp_5_price,comp_data_min_price,comp_data_max_price,managed_fba_stock_level,min_price,max_price
Binder Dividers SKU 12,9/8/2023,18.99,3,57,16,20,9,0,12,,,,,,,,129,15.99,21.99
Binder Dividers SKU 12,9/9/2023,18.99,2,38,10,13,6,0,9,,,,,,,,126,15.99,21.99
Binder Dividers SKU 12,9/10/2023,0,0,0,0,0,0,0,0,,,,,,,,121,15.99,21.99
Binder Dividers SKU 12,9/11/2023,18.79,2,38,10,13,6,0,9,,,,,,,,121,15.99,21.99
Binder Dividers SKU 12,9/12/2023,18.89,3,57,16,20,9,0,12,,,,,,,,119,15.99,21.99
Binder Dividers SKU 12,9/13/2023,18.39,11,202,58,73,30,0,41,,,,,,,,118,15.99,21.99
Binder Dividers SKU 12,9/14/2023,18.89,3,57,16,20,9,0,12,,,,,,,,116,15.99,21.99
Binder Dividers SKU 12,9/15/2023,18.89,5,94,26,33,14,0,21,,,,,,,,108,15.99,21.99
Binder Dividers SKU 12,9/16/2023,18.99,2,38,10,13,6,0,9,,,,,,,,103,15.99,21.99
Binder Dividers SKU 12,9/17/2023,0,0,0,0,0,0,0,0,,,,,,,,101,15.99,21.99
Binder Dividers SKU 12,9/18/2023,0,0,0,0,0,0,0,0,,,,,,,,97,15.99,21.99
Binder Dividers SKU 12,9/19/2023,18.79,2,38,10,13,6,0,9,,,,,,,,97,15.99,21.99
Binder Dividers SKU 12,9/20/2023,0,0,0,0,0,0,0,0,,,,,,,,96,15.99,21.99
Binder Dividers SKU 12,9/21/2023,18.99,5,95,26,33,14,0,22,,,,,,,,95,15.99,21.99
Binder Dividers SKU 12,9/22/2023,18.99,4,76,21,26,11,0,18,,,,,,,,95,15.99,21.99
Binder Dividers SKU 12,9/23/2023,18.99,1,19,5,7,3,0,4,,,,,,,,90,15.99,21.99
Binder Dividers SKU 13,1/4/2022,20.99,1,21,9,7,3,0,2,,29,,,,29,29,,20.99,27.99
Binder Dividers SKU 13,1/9/2022,20.99,2,42,18,13,6,0,5,,28.13,,,,28.13,28.13,,20.99,27.99
Binder Dividers SKU 13,1/10/2022,20.99,1,21,9,7,3,0,2,,28.27,,,,28.27,28.27,,20.99,27.99
Binder Dividers SKU 13,1/12/2022,20.99,2,42,18,13,6,0,5,,29.39,,,,29.39,29.39,,20.99,27.99
Binder Dividers SKU 13,1/14/2022,20.99,1,21,9,7,3,0,2,,29.39,,,,29.39,29.39,,20.99,27.99
Binder Dividers SKU 13,1/19/2022,20.99,3,63,27,20,9,0,7,,29.4,,,,29.4,29.4,,20.99,27.99
Binder Dividers SKU 13,1/20/2022,20.99,1,21,9,7,3,0,2,,29.4,,,,29.4,29.4,,20.99,27.99
Binder Dividers SKU 13,1/21/2022,20.99,5,105,44,33,16,0,12,,29.4,,,,29.4,29.4,,20.99,27.99
Binder Dividers SKU 13,1/22/2022,20.99,2,42,18,13,6,0,5,,29.4,,,,29.4,29.4,,20.99,27.99
Binder Dividers SKU 13,1/24/2022,20.99,1,21,9,7,3,0,2,,29.39,,,,29.39,29.39,,20.99,27.99
Binder Dividers SKU 13,1/25/2022,20.99,5,105,44,33,16,0,12,,29.39,,,,29.39,29.39,,20.99,27.99
Binder Dividers SKU 13,1/26/2022,20.99,2,42,18,13,6,0,5,,29.39,,,,29.39,29.39,,20.99,27.99
Binder Dividers SKU 13,1/27/2022,20.99,1,21,9,7,3,0,2,,29.39,,,,29.39,29.39,,20.99,27.99
Binder Dividers SKU 13,1/28/2022,20.99,1,21,9,7,3,0,2,,29.39,,,,29.39,29.39,,20.99,27.99
Binder Dividers SKU 13,1/31/2022,20.99,2,42,18,13,6,0,5,,29.62,,,,29.62,29.62,,20.99,27.99
Binder Dividers SKU 13,2/1/2022,20.99,1,21,9,7,3,0,2,,29.62,,,,29.62,29.62,,20.99,27.99
Binder Dividers SKU 13,2/3/2022,20.99,5,105,44,33,16,0,12,,29.62,,,,29.62,29.62,,20.99,27.99
Binder Dividers SKU 13,2/7/2022,20.99,2,42,18,13,6,0,5,,29.62,,,,29.62,29.62,,20.99,27.99
Binder Dividers SKU 13,2/9/2022,20.99,5,105,44,33,16,0,12,,29.62,,,,29.62,29.62,,20.99,27.99
Binder Dividers SKU 13,2/14/2022,20.99,2,42,18,13,6,0,5,,29,,,,29,29,,20.99,27.99
Binder Dividers SKU 13,2/15/2022,20.99,6,126,53,40,19,0,14,,29,,,,29,29,,20.99,27.99
Binder Dividers SKU 13,2/16/2022,20.99,1,21,9,7,3,0,2,,29,,,,29,29,,20.99,27.99
Binder Dividers SKU 13,2/17/2022,20.99,3,63,27,20,9,0,7,,29,,,,29,29,,20.99,27.99
Binder Dividers SKU 13,2/19/2022,0,0,0,0,0,0,0,0,,29,,,,29,29,,20.99,27.99
Binder Dividers SKU 13,2/21/2022,20.99,2,42,18,13,6,0,5,,29,,,,29,29,,20.99,27.99
Binder Dividers SKU 13,2/22/2022,21.99,10,220,89,66,33,0,32,,29,,,,29,29,,20.99,27.99
Binder Dividers SKU 13,2/24/2022,21.59,2,43,18,13,6,0,6,,29,,,,29,29,,20.99,27.99
Binder Dividers SKU 13,2/25/2022,20.99,2,42,18,13,6,0,5,,29,,,,29,29,,20.99,27.99
Binder Dividers SKU 13,2/26/2022,20.99,1,21,9,7,3,0,2,,29,,,,29,29,,20.99,27.99
Binder Dividers SKU 13,2/28/2022,20.99,3,63,27,20,9,0,7,,29,,,,29,29,,20.99,27.99
Binder Dividers SKU 13,3/1/2022,20.99,2,42,18,13,6,0,5,,29,,,,29,29,,20.99,27.99
Binder Dividers SKU 13,3/2/2022,20.99,1,21,9,7,3,0,2,,29,,,,29,29,,20.99,27.99
Binder Dividers SKU 13,3/7/2022,20.99,7,147,62,46,22,0,17,,29,,,,29,29,,20.99,27.99
Binder Dividers SKU 13,3/8/2022,20.99,3,63,27,20,9,0,7,,29,,,,29,29,,20.99,27.99
Binder Dividers SKU 13,3/9/2022,20.99,3,63,27,20,9,0,7,,29,,,,29,29,,20.99,27.99
Binder Dividers SKU 13,3/11/2022,20.99,2,42,18,13,6,1,4,,29,,,,29,29,,20.99,27.99
Binder Dividers SKU 13,3/12/2022,0,0,0,0,0,0,0,0,,29,,,,29,29,,20.99,27.99
Binder Dividers SKU 13,3/13/2022,0,0,0,0,0,0,1,-1,,29,,,,29,29,,20.99,27.99
Binder Dividers SKU 13,3/14/2022,20.99,1,21,9,7,3,0,2,,29.63,,,,29.63,29.63,,20.99,27.99
Binder Dividers SKU 13,3/15/2022,20.99,1,21,9,7,3,1,1,,29.63,,,,29.63,29.63,,20.99,27.99
Binder Dividers SKU 13,3/16/2022,20.99,1,21,9,7,3,3,-1,,29.63,,,,29.63,29.63,,20.99,27.99
Binder Dividers SKU 13,3/17/2022,20.99,1,21,9,7,3,3,-1,,29.63,,,,29.63,29.63,,20.99,27.99
Binder Dividers SKU 13,3/18/2022,0,0,0,0,0,0,1,-1,,29.63,,,,29.63,29.63,,20.99,27.99
Binder Dividers SKU 13,3/19/2022,20.99,1,21,9,7,3,1,1,,29.63,,,,29.63,29.63,,20.99,27.99
Binder Dividers SKU 13,3/20/2022,0,0,0,0,0,0,1,-1,,29.63,,,,29.63,29.63,,20.99,27.99
Binder Dividers SKU 13,3/21/2022,0,0,0,0,0,0,2,-2,,29.62,,,,29.62,29.62,,20.99,27.99
Binder Dividers SKU 13,3/22/2022,20.99,1,21,9,7,3,3,-1,,29.62,,,,29.62,29.62,,20.99,27.99
Binder Dividers SKU 13,3/23/2022,0,0,0,0,0,0,1,-1,,29.62,,,,29.62,29.62,,20.99,27.99
Binder Dividers SKU 13,3/24/2022,0,0,0,0,0,0,1,-1,,29.62,,,,29.62,29.62,,20.99,27.99
Binder Dividers SKU 13,3/25/2022,0,0,0,0,0,0,1,-1,,29.62,,,,29.62,29.62,,20.99,27.99
Binder Dividers SKU 13,3/26/2022,0,0,0,0,0,0,0,0,,29.62,,,,29.62,29.62,,20.99,27.99
Binder Dividers SKU 13,3/27/2022,20.99,1,21,9,7,3,1,1,,29.62,,,,29.62,29.62,,20.99,27.99
Binder Dividers SKU 13,3/28/2022,20.99,2,42,18,13,6,2,3,,29.62,,,,29.62,29.62,,20.99,27.99
Binder Dividers SKU 13,3/29/2022,20.99,3,63,27,20,9,3,4,,29.62,,,,29.62,29.62,,20.99,27.99
Binder Dividers SKU 13,3/30/2022,20.99,3,63,27,20,9,1,6,,29.62,,,,29.62,29.62,,20.99,27.99
Binder Dividers SKU 13,3/31/2022,20.69,4,83,36,26,12,2,7,,29.62,,,,29.62,29.62,,20.99,27.99
Binder Dividers SKU 13,4/1/2022,0,0,0,0,0,0,1,-1,,29.62,,,,29.62,29.62,,20.99,27.99
Binder Dividers SKU 13,4/2/2022,0,0,0,0,0,0,1,-1,,29.62,,,,29.62,29.62,,20.99,27.99
Binder Dividers SKU 13,4/3/2022,0,0,0,0,0,0,0,0,,29.62,,,,29.62,29.62,,20.99,27.99
Binder Dividers SKU 13,4/4/2022,0,0,0,0,0,0,0,0,,29.63,,,,29.63,29.63,,20.99,27.99
Binder Dividers SKU 13,4/5/2022,0,0,0,0,0,0,1,-1,,29.63,,,,29.63,29.63,,20.99,27.99
Binder Dividers SKU 13,4/6/2022,0,0,0,0,0,0,5,-5,,29.63,,,,29.63,29.63,,20.99,27.99
Binder Dividers SKU 13,4/7/2022,0,0,0,0,0,0,0,0,,29.63,,,,29.63,29.63,,20.99,27.99
Binder Dividers SKU 13,4/8/2022,19.89,5,99,44,33,15,0,7,,29.63,,,,29.63,29.63,,20.99,27.99
Binder Dividers SKU 13,4/9/2022,0,0,0,0,0,0,2,-2,,29.63,,,,29.63,29.63,,20.99,27.99
Binder Dividers SKU 13,4/10/2022,0,0,0,0,0,0,1,-1,,29.63,,,,29.63,29.63,,20.99,27.99
Binder Dividers SKU 13,4/11/2022,19.99,9,180,80,59,27,3,11,,29.63,,,,29.63,29.63,,20.99,27.99
Binder Dividers SKU 13,4/12/2022,0,0,0,0,0,0,0,0,,29.63,,,,29.63,29.63,,20.99,27.99
Binder Dividers SKU 13,4/13/2022,20.99,1,21,9,7,3,0,2,,29.63,,,,29.63,29.63,,20.99,27.99
Binder Dividers SKU 13,4/14/2022,20.59,4,82,36,26,12,2,6,,29.63,,,,29.63,29.63,,20.99,27.99
Binder Dividers SKU 13,4/15/2022,20.59,3,62,27,20,9,1,5,,29.63,,,,29.63,29.63,,20.99,27.99
Binder Dividers SKU 13,4/16/2022,0,0,0,0,0,0,1,-1,,29.63,,,,29.63,29.63,,20.99,27.99
Binder Dividers SKU 13,4/17/2022,0,0,0,0,0,0,1,-1,,29.63,,,,29.63,29.63,,20.99,27.99
Binder Dividers SKU 13,4/18/2022,20.99,1,21,9,7,3,4,-2,,29.63,,,,29.63,29.63,116,20.99,27.99
Binder Dividers SKU 13,4/19/2022,0,0,0,0,0,0,2,-2,,29.63,,,,29.63,29.63,116,20.99,27.99
Binder Dividers SKU 13,4/20/2022,20.59,1,21,9,7,3,4,-2,,29.63,,,,29.63,29.63,115,20.99,27.99
Binder Dividers SKU 13,4/21/2022,0,0,0,0,0,0,2,-2,,29.63,,,,29.63,29.63,109,20.99,27.99
Binder Dividers SKU 13,4/22/2022,0,0,0,0,0,0,3,-3,,29.63,,,,29.63,29.63,108,20.99,27.99
Binder Dividers SKU 13,4/23/2022,0,0,0,0,0,0,2,-2,,29.63,,,,29.63,29.63,107,20.99,27.99
Binder Dividers SKU 13,4/24/2022,0,0,0,0,0,0,1,-1,,29.63,,,,29.63,29.63,107,20.99,27.99
Binder Dividers SKU 13,4/25/2022,0,0,0,0,0,0,1,-1,,30.16,,,,30.16,30.16,107,20.99,27.99
Binder Dividers SKU 13,4/26/2022,20.69,3,62,27,20,9,2,4,,30.16,,,,30.16,30.16,106,20.99,27.99
Binder Dividers SKU 13,4/27/2022,20.19,7,141,62,46,21,5,7,,30.16,,,,30.16,30.16,106,20.99,27.99
Binder Dividers SKU 13,4/28/2022,19.99,11,220,98,73,33,5,11,,30.16,,,,30.16,30.16,106,20.99,27.99
Binder Dividers SKU 13,4/29/2022,20.89,6,125,53,40,19,0,13,,30.16,,,,30.16,30.16,103,20.99,27.99
Binder Dividers SKU 13,4/30/2022,0,0,0,0,0,0,0,0,,30.16,,,,30.16,30.16,103,20.99,27.99
Binder Dividers SKU 13,5/1/2022,0,0,0,0,0,0,1,-1,,30.16,,,,30.16,30.16,268,20.99,27.99
Binder Dividers SKU 13,5/2/2022,20.99,1,21,9,7,3,5,-3,,31.68,,,,31.68,31.68,420,20.99,27.99
Binder Dividers SKU 13,5/3/2022,20.99,1,21,9,7,3,2,0,,31.68,,,,31.68,31.68,419,20.99,27.99
Binder Dividers SKU 13,5/4/2022,20.59,1,21,9,7,3,2,0,,31.68,,,,31.68,31.68,414,20.99,27.99
Binder Dividers SKU 13,5/5/2022,0,0,0,0,0,0,2,-2,,31.68,,,,31.68,31.68,414,20.99,27.99
Binder Dividers SKU 13,5/6/2022,20.59,1,21,9,7,3,6,-4,,31.68,,,,31.68,31.68,414,20.99,27.99
Binder Dividers SKU 13,5/7/2022,0,0,0,0,0,0,0,0,,31.68,,,,31.68,31.68,413,20.99,27.99
Binder Dividers SKU 13,5/8/2022,0,0,0,0,0,0,2,-2,,31.68,,,,31.68,31.68,412,20.99,27.99
Binder Dividers SKU 13,5/9/2022,20.79,2,42,18,13,6,4,1,,29.96,,,,29.96,29.96,412,20.99,27.99
Binder Dividers SKU 13,5/10/2022,0,0,0,0,0,0,0,0,,29.96,,,,29.96,29.96,411,20.99,27.99
Binder Dividers SKU 13,5/11/2022,20.59,5,103,44,33,15,4,7,,29.96,,,,29.96,29.96,411,20.99,27.99
Binder Dividers SKU 13,5/12/2022,20.59,2,41,18,13,6,5,-1,,29.96,,,,29.96,29.96,411,20.99,27.99
Binder Dividers SKU 13,5/13/2022,20.59,1,21,9,7,3,5,-3,,29.96,,,,29.96,29.96,408,20.99,27.99
Binder Dividers SKU 13,5/14/2022,0,0,0,0,0,0,1,-1,,29.96,,,,29.96,29.96,408,20.99,27.99
Binder Dividers SKU 13,5/15/2022,0,0,0,0,0,0,1,-1,,29.96,,,,29.96,29.96,403,20.99,27.99
Binder Dividers SKU 13,5/16/2022,20.59,6,124,53,40,19,0,12,,31.68,,,,31.68,31.68,403,20.99,27.99
Binder Dividers SKU 13,5/17/2022,0,0,0,0,0,0,6,-6,,31.68,,,,31.68,31.68,403,20.99,27.99
Binder Dividers SKU 13,5/18/2022,20.99,1,21,9,7,3,5,-3,,31.68,,,,31.68,31.68,401,20.99,27.99
Binder Dividers SKU 13,5/19/2022,20.99,2,42,18,13,6,2,3,,31.68,,,,31.68,31.68,400,20.99,27.99
Binder Dividers SKU 13,5/20/2022,20.59,3,62,27,20,9,1,5,,31.68,,,,31.68,31.68,395,20.99,27.99
Binder Dividers SKU 13,5/21/2022,20.99,9,189,80,59,28,2,20,,31.68,,,,31.68,31.68,394,20.99,27.99
Binder Dividers SKU 13,5/22/2022,0,0,0,0,0,0,3,-3,,31.68,,,,31.68,31.68,392,20.99,27.99
Binder Dividers SKU 13,5/23/2022,20.99,1,21,9,7,3,2,0,,31.68,,,,31.68,31.68,390,20.99,27.99
Binder Dividers SKU 13,5/24/2022,0,0,0,0,0,0,1,-1,,31.68,,,,31.68,31.68,390,20.99,27.99
Binder Dividers SKU 13,5/25/2022,20.99,1,21,9,7,3,1,1,,31.68,,,,31.68,31.68,380,20.99,27.99
Binder Dividers SKU 13,5/26/2022,0,0,0,0,0,0,1,-1,,31.68,,,,31.68,31.68,379,20.99,27.99
Binder Dividers SKU 13,5/27/2022,0,0,0,0,0,0,1,-1,,31.68,,,,31.68,31.68,379,20.99,27.99
Binder Dividers SKU 13,5/28/2022,0,0,0,0,0,0,1,-1,,31.68,,,,31.68,31.68,375,20.99,27.99
Binder Dividers SKU 13,5/29/2022,0,0,0,0,0,0,0,0,,31.68,,,,31.68,31.68,376,20.99,27.99
Binder Dividers SKU 13,5/30/2022,0,0,0,0,0,0,0,0,,31.68,,,,31.68,31.68,375,20.99,27.99
Binder Dividers SKU 13,5/31/2022,20.99,1,21,9,7,3,4,-2,,30.53,,,,30.53,30.53,374,20.99,27.99
Binder Dividers SKU 13,6/1/2022,20.99,3,63,27,20,9,10,-3,,30.53,,,,30.53,30.53,374,20.99,27.99
Binder Dividers SKU 13,6/2/2022,0,0,0,0,0,0,6,-6,,30.53,,,,30.53,30.53,371,20.99,27.99
Binder Dividers SKU 13,6/3/2022,20.59,1,21,9,7,3,0,2,,30.53,,,,30.53,30.53,370,20.99,27.99
Binder Dividers SKU 13,6/4/2022,0,0,0,0,0,0,2,-2,,30.53,,,,30.53,30.53,369,20.99,27.99
Binder Dividers SKU 13,6/5/2022,20.99,4,84,36,26,13,0,9,,30.53,,,,30.53,30.53,367,20.99,27.99
Binder Dividers SKU 13,6/6/2022,20.99,1,21,9,7,3,5,-3,,30.53,,,,30.53,30.53,367,20.99,27.99
Binder Dividers SKU 13,6/7/2022,20.99,4,84,36,26,13,2,7,,30.53,,,,30.53,30.53,366,20.99,27.99
Binder Dividers SKU 13,6/8/2022,20.69,5,103,44,33,15,5,6,,30.53,,,,30.53,30.53,361,20.99,27.99
Binder Dividers SKU 13,6/9/2022,20.79,4,83,36,26,12,2,7,,30.53,,,,30.53,30.53,360,20.99,27.99
Binder Dividers SKU 13,6/10/2022,20.99,1,21,9,7,3,2,0,,30.07,,,,30.07,30.07,432,20.99,27.99
Binder Dividers SKU 13,6/11/2022,0,0,0,0,0,0,0,0,,30.07,,,,30.07,30.07,432,20.99,27.99
Binder Dividers SKU 13,6/12/2022,0,0,0,0,0,0,1,-1,,30.07,,,,30.07,30.07,431,20.99,27.99
Binder Dividers SKU 13,6/13/2022,0,0,0,0,0,0,0,0,,30.07,,,,30.07,30.07,429,20.99,27.99
Binder Dividers SKU 13,6/14/2022,20.99,1,21,9,7,3,3,-1,,30.07,,,,30.07,30.07,427,20.99,27.99
Binder Dividers SKU 13,6/15/2022,20.59,1,21,9,7,3,1,1,,30.07,,,,30.07,30.07,411,20.99,27.99
Binder Dividers SKU 13,6/16/2022,20.99,1,21,9,7,3,0,2,,30.07,,,,30.07,30.07,411,20.99,27.99
Binder Dividers SKU 13,6/17/2022,0,0,0,0,0,0,0,0,,30.07,,,,30.07,30.07,410,20.99,27.99
Binder Dividers SKU 13,6/18/2022,20.59,2,41,18,13,6,3,1,,30.07,,,,30.07,30.07,425,20.99,27.99
Binder Dividers SKU 13,6/19/2022,0,0,0,0,0,0,0,0,,30.07,,,,30.07,30.07,425,20.99,27.99
Binder Dividers SKU 13,6/20/2022,0,0,0,0,0,0,1,-1,,31.68,,,,31.68,31.68,425,20.99,27.99
Binder Dividers SKU 13,6/21/2022,20.99,1,21,9,7,3,1,1,,31.68,,,,31.68,31.68,425,20.99,27.99
Binder Dividers SKU 13,6/22/2022,20.99,1,21,9,7,3,2,0,,31.68,,,,31.68,31.68,423,20.99,27.99
Binder Dividers SKU 13,6/23/2022,20.99,2,42,18,13,6,4,1,,31.68,,,,31.68,31.68,422,20.99,27.99
Binder Dividers SKU 13,6/24/2022,20.99,3,63,27,20,9,0,7,,31.68,,,,31.68,31.68,421,20.99,27.99
Binder Dividers SKU 13,6/25/2022,0,0,0,0,0,0,0,0,,31.68,,,,31.68,31.68,420,20.99,27.99
Binder Dividers SKU 13,6/26/2022,0,0,0,0,0,0,2,-2,,31.68,,,,31.68,31.68,418,20.99,27.99
Binder Dividers SKU 13,6/27/2022,20.99,19,399,169,125,60,4,41,,31.68,,,,31.68,31.68,417,20.99,27.99
Binder Dividers SKU 13,6/28/2022,20.99,1,21,9,7,3,5,-3,,31.68,,,,31.68,31.68,415,20.99,27.99
Binder Dividers SKU 13,6/29/2022,20.59,2,41,18,13,6,3,1,,31.68,,,,31.68,31.68,415,20.99,27.99
Binder Dividers SKU 13,6/30/2022,20.59,3,62,27,20,9,3,3,,31.68,,,,31.68,31.68,396,20.99,27.99
Binder Dividers SKU 13,7/1/2022,0,0,0,0,0,0,6,-6,,31.68,,,,31.68,31.68,393,20.99,27.99
Binder Dividers SKU 13,7/2/2022,20.99,1,21,9,7,3,1,1,,31.68,,,,31.68,31.68,389,20.99,27.99
Binder Dividers SKU 13,7/3/2022,0,0,0,0,0,0,0,0,,31.68,,,,31.68,31.68,389,20.99,27.99
Binder Dividers SKU 13,7/4/2022,0,0,0,0,0,0,0,0,,31.68,,,,31.68,31.68,390,20.99,27.99
Binder Dividers SKU 13,7/5/2022,20.59,3,62,27,20,9,3,3,,31.68,,,,31.68,31.68,389,20.99,27.99
Binder Dividers SKU 13,7/6/2022,20.99,1,21,9,7,3,0,2,,31.68,,,,31.68,31.68,,20.99,27.99
Binder Dividers SKU 13,7/7/2022,0,0,0,0,0,0,0,0,,29.79,,,,29.79,29.79,389,20.99,27.99
Binder Dividers SKU 13,7/8/2022,20.59,1,21,9,7,3,2,0,,29.79,,,,29.79,29.79,387,20.99,27.99
Binder Dividers SKU 13,7/9/2022,0,0,0,0,0,0,3,-3,,29.79,,,,29.79,29.79,386,20.99,27.99
Binder Dividers SKU 13,7/10/2022,0,0,0,0,0,0,1,-1,,29.79,,,,29.79,29.79,386,20.99,27.99
Binder Dividers SKU 13,7/11/2022,0,0,0,0,0,0,1,-1,,29.72,,,,29.72,29.72,386,20.99,27.99
Binder Dividers SKU 13,7/12/2022,0,0,0,0,0,0,4,-4,,29.72,,,,29.72,29.72,386,20.99,27.99
Binder Dividers SKU 13,7/13/2022,20.59,4,82,36,26,12,1,7,,29.72,,,,29.72,29.72,385,20.99,27.99
Binder Dividers SKU 13,7/14/2022,20.69,3,62,27,20,9,3,3,,29.72,,,,29.72,29.72,385,20.99,27.99
Binder Dividers SKU 13,7/15/2022,20.79,3,62,27,20,9,7,-1,,29.72,,,,29.72,29.72,385,20.99,27.99
Binder Dividers SKU 13,7/16/2022,0,0,0,0,0,0,1,-1,,29.72,,,,29.72,29.72,385,20.99,27.99
Binder Dividers SKU 13,7/17/2022,0,0,0,0,0,0,0,0,,29.72,,,,29.72,29.72,380,20.99,27.99
Binder Dividers SKU 13,7/18/2022,0,0,0,0,0,0,3,-3,,29.72,,,,29.72,29.72,379,20.99,27.99
Binder Dividers SKU 13,7/19/2022,0,0,0,0,0,0,1,-1,,29.72,,,,29.72,29.72,377,20.99,27.99
Binder Dividers SKU 13,7/20/2022,20.09,20,402,178,132,60,4,28,,29.72,,,,29.72,29.72,376,20.99,27.99
Binder Dividers SKU 13,7/21/2022,20.59,1,21,9,7,3,1,1,,29.72,,,,29.72,29.72,374,20.99,27.99
Binder Dividers SKU 13,7/22/2022,0,0,0,0,0,0,1,-1,,29.72,,,,29.72,29.72,373,20.99,27.99
Binder Dividers SKU 13,7/23/2022,0,0,0,0,0,0,2,-2,,29.72,,,,29.72,29.72,362,20.99,27.99
Binder Dividers SKU 13,7/24/2022,0,0,0,0,0,0,0,0,,29.72,,,,29.72,29.72,361,20.99,27.99
Binder Dividers SKU 13,7/25/2022,0,0,0,0,0,0,0,0,,31.68,,,,31.68,31.68,361,20.99,27.99
Binder Dividers SKU 13,7/26/2022,20.99,2,42,18,13,6,8,-3,,31.68,,,,31.68,31.68,359,20.99,27.99
Binder Dividers SKU 13,7/27/2022,0,0,0,0,0,0,3,-3,,31.68,,,,31.68,31.68,358,20.99,27.99
Binder Dividers SKU 13,7/28/2022,20.99,3,63,27,20,9,6,1,,31.68,,,,31.68,31.68,352,20.99,27.99
Binder Dividers SKU 13,7/29/2022,20.99,2,42,18,13,6,6,-1,,31.68,,,,31.68,31.68,350,20.99,27.99
Binder Dividers SKU 13,7/30/2022,0,0,0,0,0,0,1,-1,,31.68,,,,31.68,31.68,350,20.99,27.99
Binder Dividers SKU 13,7/31/2022,20.99,1,21,9,7,3,5,-3,,31.68,,,,31.68,31.68,347,20.99,27.99
Binder Dividers SKU 13,8/1/2022,20.59,1,21,9,7,3,3,-1,,31.68,,,,31.68,31.68,346,20.99,27.99
Binder Dividers SKU 13,8/2/2022,20.59,1,21,9,7,3,7,-5,,31.68,,,,31.68,31.68,345,20.99,27.99
Binder Dividers SKU 13,8/3/2022,20.99,1,21,9,7,3,3,-1,,31.68,,,,31.68,31.68,344,20.99,27.99
Binder Dividers SKU 13,8/4/2022,0,0,0,0,0,0,4,-4,,31.68,,,,31.68,31.68,342,20.99,27.99
Binder Dividers SKU 13,8/5/2022,20.99,2,42,18,13,6,4,1,,31.68,,,,31.68,31.68,341,20.99,27.99
Binder Dividers SKU 13,8/7/2022,20.99,1,21,9,7,3,0,2,,31.68,,,,31.68,31.68,341,20.99,27.99
Binder Dividers SKU 13,8/8/2022,20.59,2,41,18,13,6,3,1,,31.68,,,,31.68,31.68,339,20.99,27.99
Binder Dividers SKU 13,8/9/2022,0,0,0,0,0,0,2,-2,,31.68,,,,31.68,31.68,338,20.99,27.99
Binder Dividers SKU 13,8/10/2022,20.99,1,21,9,7,3,6,-4,,31.68,,,,31.68,31.68,336,20.99,27.99
Binder Dividers SKU 13,8/11/2022,19.89,24,477,213,158,72,2,32,,31.68,,,,31.68,31.68,335,20.99,27.99
Binder Dividers SKU 13,8/12/2022,20.99,1,21,9,7,3,5,-3,,31.68,,,,31.68,31.68,335,20.99,27.99
Binder Dividers SKU 13,8/13/2022,0,0,0,0,0,0,1,-1,,31.68,,,,31.68,31.68,334,20.99,27.99
Binder Dividers SKU 13,8/14/2022,20.99,1,21,9,7,3,1,1,,31.68,,,,31.68,31.68,334,20.99,27.99
Binder Dividers SKU 13,8/15/2022,20.59,2,41,18,13,6,5,-1,,31.68,,,,31.68,31.68,334,20.99,27.99
Binder Dividers SKU 13,8/16/2022,20.59,1,21,9,7,3,4,-2,,31.68,,,,31.68,31.68,332,20.99,27.99
Binder Dividers SKU 13,8/17/2022,0,0,0,0,0,0,10,-10,,31.68,,,,31.68,31.68,332,20.99,27.99
Binder Dividers SKU 13,8/18/2022,20.79,4,83,36,26,12,5,4,,31.68,,,,31.68,31.68,331,20.99,27.99
Binder Dividers SKU 13,8/19/2022,0,0,0,0,0,0,11,-11,,31.68,,,,31.68,31.68,328,20.99,27.99
Binder Dividers SKU 13,8/20/2022,20.99,2,42,18,13,6,2,3,,31.68,,,,31.68,31.68,326,20.99,27.99
Binder Dividers SKU 13,8/21/2022,20.99,1,21,9,7,3,4,-2,,31.68,,,,31.68,31.68,325,20.99,27.99
Binder Dividers SKU 13,8/22/2022,20.89,4,84,36,26,13,5,4,,31.68,,,,31.68,31.68,325,20.99,27.99
Binder Dividers SKU 13,8/23/2022,20.89,6,125,53,40,19,14,-1,,31.68,,,,31.68,31.68,323,20.99,27.99
Binder Dividers SKU 13,8/24/2022,20.89,9,188,80,59,28,4,17,,31.68,,,,31.68,31.68,321,20.99,27.99
Binder Dividers SKU 13,8/25/2022,20.89,4,84,36,26,13,3,6,,31.68,,,,31.68,31.68,315,20.99,27.99
Binder Dividers SKU 13,8/26/2022,20.99,2,42,18,13,6,2,3,,31.68,,,,31.68,31.68,310,20.99,27.99
Binder Dividers SKU 13,8/27/2022,20.99,1,21,9,7,3,2,0,,31.68,,,,31.68,31.68,302,20.99,27.99
Binder Dividers SKU 13,8/28/2022,0,0,0,0,0,0,0,0,,31.68,,,,31.68,31.68,301,20.99,27.99
Binder Dividers SKU 13,8/29/2022,20.69,3,62,27,20,9,8,-2,,31.68,,,,31.68,31.68,299,20.99,27.99
Binder Dividers SKU 13,8/30/2022,20.69,5,103,44,33,15,7,4,,32.86,,,,32.86,32.86,299,20.99,27.99
